ID,Tag,Reputation,Answers,Username,Views,Upvotes
178835,j,1336.0,7.0,75784,99459.0,167.0
319942,j,2254.0,2.0,141945,27289.0,56.0
198690,a,290.0,5.0,133227,12018.0,17.0
130965,c,50.0,5.0,23032,9545.0,4.0
370640,p,801.0,5.0,90997,64894.0,40.0
23930,c,1468.0,2.0,14057,5557.0,22.0
376764,j,3629.0,4.0,47272,475111.0,1452.0
417602,r,218.0,2.0,21583,10029.0,6.0
88540,c,888.0,1.0,25912,2730.0,6.0
448129,a,1647.0,5.0,146924,52472.0,125.0
184867,j,93269.0,17.0,71012,123787.0,17598.0
206031,j,1095.0,6.0,59119,21206.0,33.0
397957,c,2108.0,4.0,10439,38876.0,166.0
313254,c,133.0,7.0,79479,6714.0,20.0
251825,a,469.0,2.0,161637,758.0,8.0
420657,j,55192.0,2.0,147450,1060.0,72.0
463112,a,27.0,1.0,32640,700.0,26.0
116207,s,4185.0,5.0,88886,10294.0,48.0
273521,c,1859.0,9.0,89926,120783.0,303.0
257479,j,185.0,6.0,72969,92895.0,98.0
162480,i,875.0,6.0,80626,13205.0,88.0
457993,i,2543.0,2.0,34769,8950.0,23.0
319354,j,7251.0,4.0,83669,86741.0,514.0
173777,c,10966.0,7.0,61102,2643.0,24.0
93052,c,24075.0,3.0,20999,3241.0,86.0
120916,i,739.0,9.0,121695,55889.0,54.0
457357,h,328.0,2.0,119480,11714.0,14.0
284518,h,31269.0,8.0,78223,308967.0,5891.0
321743,p,1602.0,3.0,76887,38992.0,51.0
435001,h,3682.0,4.0,78084,34123.0,73.0
411221,a,32241.0,11.0,16458,169311.0,7837.0
73900,p,2608.0,9.0,72387,57972.0,151.0
450685,j,639.0,1.0,15775,7380.0,7.0
391152,j,311.0,2.0,76461,55385.0,32.0
265247,a,9.0,2.0,145986,1739.0,2.0
131814,a,8253.0,3.0,2648,2582.0,29.0
72287,c,13361.0,2.0,12074,4801.0,69.0
88670,c,1441.0,1.0,80889,17567.0,51.0
179869,a,443.0,5.0,38039,23072.0,8.0
78629,i,1217.0,1.0,11650,1380.0,2.0
272563,p,6058.0,1.0,75064,7243.0,26.0
243674,j,69.0,3.0,76680,1725.0,34.0
308518,r,96.0,2.0,57936,1826.0,4.0
352539,h,463.0,2.0,87924,21796.0,8.0
444811,r,7467.0,3.0,109759,6908.0,48.0
105551,i,125111.0,4.0,73016,18473.0,1879.0
281489,c,818.0,7.0,122485,18120.0,36.0
329033,a,360.0,2.0,15904,11044.0,145.0
351075,j,5187.0,2.0,28672,8409.0,32.0
99763,j,465.0,13.0,71408,73487.0,847.0
334421,c,1096.0,4.0,95799,7777.0,10.0
17175,p,164870.0,12.0,20496,49785.0,8840.0
34268,j,3295.0,5.0,63448,12137.0,35.0
316553,o,648.0,1.0,103358,1891.0,2.0
242265,j,5122.0,7.0,62939,15713.0,88.0
255353,r,2553.0,2.0,84424,10829.0,67.0
90036,i,87.0,3.0,89450,4831.0,15.0
334763,c,98.0,1.0,159969,53376.0,21.0
88561,s,6522.0,6.0,44867,6823.0,47.0
379955,p,7030.0,25.0,66014,414160.0,2507.0
10761,i,3408.0,1.0,78813,6801.0,37.0
127889,p,8918.0,6.0,20705,60402.0,476.0
58986,j,870.0,10.0,23523,166295.0,163.0
398986,p,2106.0,2.0,142567,17727.0,36.0
436853,p,1742.0,2.0,59362,1304.0,4.0
244423,a,4601.0,3.0,173127,5893.0,58.0
111448,i,1789.0,6.0,59673,105112.0,338.0
108693,c,8901.0,4.0,48821,23623.0,120.0
267718,c,2460.0,4.0,75535,2514.0,20.0
143435,p,673.0,1.0,80136,3582.0,5.0
10351,i,1362.0,2.0,42044,3270.0,5.0
166458,a,434.0,3.0,16829,11330.0,142.0
288373,h,160.0,3.0,34137,285.0,1.0
60488,c,437.0,5.0,91651,5716.0,36.0
235043,r,193.0,1.0,37036,5966.0,12.0
260211,s,115.0,1.0,108769,9073.0,78.0
157141,a,5382.0,5.0,26483,1091.0,11.0
289708,c,3689.0,5.0,118976,19188.0,56.0
402796,j,4139.0,7.0,120395,8502.0,26.0
225379,a,16.0,0.0,54693,41.0,5.0
460300,c,2684.0,7.0,84124,2332.0,18.0
412499,s,9559.0,19.0,128085,285780.0,1850.0
171674,c,249097.0,2.0,67613,240.0,84.0
464064,j,412.0,5.0,163475,29976.0,33.0
440324,c,2820.0,2.0,30231,19834.0,107.0
417550,j,22962.0,1.0,28959,3628.0,66.0
204592,i,1068.0,4.0,116426,7858.0,8.0
105565,c,12.0,4.0,15789,650.0,0.0
150207,c,0.0,2.0,142981,5752.0,1.0
173678,a,106.0,7.0,157953,81864.0,14.0
227367,p,8923.0,3.0,101481,1572.0,26.0
459357,c,5266.0,5.0,94185,9177.0,31.0
19218,o,350.0,7.0,79063,40894.0,67.0
130025,a,75.0,4.0,11497,2451.0,2.0
112073,j,9337.0,3.0,71386,304176.0,1977.0
393928,j,642.0,3.0,67153,7609.0,8.0
379438,o,225.0,2.0,75602,1145.0,7.0
60154,h,1189.0,2.0,43119,26393.0,54.0
248638,a,6631.0,2.0,74328,8046.0,48.0
332965,c,26.0,2.0,157956,193.0,4.0
413878,j,75873.0,3.0,26126,3104.0,274.0
65828,j,7155.0,4.0,3725,62013.0,266.0
135832,j,85210.0,1.0,134251,9835.0,817.0
202222,a,2000.0,11.0,32848,82895.0,226.0
402570,i,620.0,21.0,45715,116632.0,287.0
297829,a,542.0,1.0,95417,36246.0,16.0
244717,j,35928.0,4.0,75711,21804.0,1318.0
74178,a,1698.0,5.0,86840,54430.0,80.0
28218,p,19301.0,5.0,2177,11254.0,376.0
423961,j,1783.0,6.0,93539,146944.0,228.0
194909,a,13526.0,3.0,142708,405.0,6.0
359807,j,291.0,1.0,26757,24225.0,15.0
166383,a,3505.0,2.0,22214,6440.0,17.0
327328,c,61.0,2.0,53076,4041.0,28.0
284095,c,557.0,4.0,79269,81174.0,98.0
259792,j,47.0,3.0,32252,14457.0,6.0
144436,c,465.0,6.0,11258,9283.0,29.0
231167,j,153.0,2.0,125162,1132.0,2.0
313745,p,104.0,3.0,60159,10877.0,3.0
110225,c,936.0,7.0,7399,17173.0,178.0
326778,j,139905.0,8.0,171265,162004.0,12647.0
361889,i,14014.0,12.0,21025,234582.0,3496.0
210399,i,5029.0,2.0,121650,2774.0,34.0
361810,p,123.0,1.0,148472,34907.0,18.0
234530,c,9498.0,6.0,114548,5180.0,51.0
60628,i,1553.0,4.0,113857,41367.0,132.0
1626,c,103.0,2.0,62651,7970.0,22.0
317146,s,211.0,2.0,12568,1121.0,2.0
171348,a,888.0,5.0,48939,16477.0,22.0
131345,p,7.0,5.0,122620,1083.0,3.0
144275,j,12830.0,1.0,21697,6016.0,181.0
144948,j,1141.0,3.0,83002,5248.0,7.0
177324,s,3631.0,6.0,265,97151.0,207.0
206308,j,899.0,3.0,143327,12147.0,13.0
79257,j,2023.0,2.0,99115,6215.0,23.0
380462,a,4327.0,2.0,17154,8427.0,42.0
144707,j,8618.0,7.0,12073,41227.0,436.0
447543,o,146.0,7.0,3696,3728.0,1.0
260976,p,585.0,3.0,111149,3588.0,52.0
41188,j,87.0,2.0,37768,50225.0,17.0
279115,r,2248.0,1.0,142617,4434.0,13.0
14470,a,39.0,2.0,97223,1400.0,2.0
229498,p,3215.0,1.0,173069,5159.0,23.0
182280,c,134.0,4.0,2381,190.0,2.0
17291,x,8257.0,1.0,49431,1819.0,46.0
183509,p,15003.0,3.0,16499,77473.0,771.0
158678,c,8844.0,6.0,126673,17755.0,152.0
269538,c,1.0,3.0,91625,168.0,1.0
435002,j,1209.0,1.0,138188,1215.0,16.0
275708,c,2238.0,2.0,69359,103.0,0.0
19250,i,301.0,5.0,122829,480.0,1.0
448920,h,218.0,11.0,112019,138932.0,136.0
72615,c,655.0,6.0,110477,34001.0,25.0
122636,c,2982.0,5.0,43949,39901.0,177.0
428468,i,1073.0,3.0,5126,11627.0,13.0
57320,j,3144.0,8.0,115686,24471.0,102.0
95982,c,1364.0,3.0,119338,23186.0,44.0
248920,j,6853.0,8.0,59347,117488.0,960.0
422440,a,500.0,1.0,76870,1782.0,2.0
159835,c,1321.0,7.0,45423,6412.0,24.0
125438,p,2950.0,6.0,115411,14602.0,52.0
454356,c,237.0,6.0,74424,9527.0,16.0
122242,p,13944.0,13.0,92537,63490.0,1363.0
435144,o,7049.0,1.0,98523,1478.0,14.0
74127,i,2229.0,5.0,62316,10230.0,52.0
454004,i,422.0,4.0,74028,13978.0,15.0
226334,p,14428.0,2.0,38984,1507.0,45.0
62366,c,2176.0,4.0,136361,174776.0,447.0
261248,j,490.0,7.0,57048,11973.0,48.0
16442,c,899.0,1.0,9056,22788.0,92.0
180147,p,582.0,1.0,26464,3412.0,3.0
427251,p,37.0,1.0,84111,991.0,7.0
133358,a,2413.0,1.0,125823,564.0,2.0
187433,c,50681.0,5.0,144201,12879.0,737.0
66469,p,60.0,1.0,166070,53.0,2.0
25987,h,90.0,1.0,137902,796.0,5.0
235625,o,1000.0,9.0,117624,7754.0,43.0
432322,c,53967.0,1.0,119477,148.0,21.0
360450,j,4587.0,1.0,8916,2071.0,8.0
164103,p,457.0,1.0,54679,5865.0,39.0
24762,c,1948.0,3.0,61183,60844.0,84.0
344891,h,83.0,4.0,83906,44107.0,18.0
226451,j,12372.0,5.0,4118,10689.0,213.0
310803,j,1835.0,2.0,20406,8560.0,21.0
274547,c,3944.0,7.0,62898,6073.0,29.0
157914,j,2477.0,4.0,81853,18146.0,78.0
466156,p,2384.0,2.0,155770,72115.0,200.0
192592,j,18586.0,3.0,2023,11442.0,146.0
320274,x,9355.0,4.0,45754,68359.0,523.0
358620,h,1386.0,3.0,94830,4978.0,12.0
40703,c,933.0,2.0,47400,350.0,0.0
398778,c,11044.0,1.0,20058,2542.0,35.0
96720,j,126101.0,2.0,3719,8748.0,1150.0
367796,o,583.0,4.0,20613,12056.0,18.0
380482,a,427.0,4.0,114679,61286.0,37.0
437,c,682.0,25.0,23827,201770.0,126.0
350735,j,483.0,1.0,77983,74.0,19.0
367226,h,43.0,10.0,33198,13778.0,3.0
304402,a,15169.0,3.0,43760,11034.0,229.0
267072,s,2535.0,1.0,22010,217616.0,532.0
389207,j,118.0,1.0,74542,831.0,2.0
185017,j,362.0,1.0,154855,353.0,3.0
296809,c,2837.0,5.0,40083,17449.0,55.0
401625,j,2133.0,15.0,15546,46111.0,65.0
238917,j,11651.0,5.0,33939,6931.0,71.0
321281,o,94.0,4.0,43753,12919.0,7.0
175300,p,33.0,4.0,131894,1047.0,6.0
365193,h,2691.0,4.0,99043,26813.0,120.0
391958,p,0.0,2.0,154598,63329.0,25.0
469495,j,71.0,2.0,145736,2719.0,4.0
102727,j,538.0,7.0,74990,28157.0,57.0
22461,j,466.0,3.0,49372,37358.0,42.0
51703,h,403.0,2.0,3707,16426.0,33.0
114702,j,726.0,4.0,35538,134332.0,77.0
256255,p,517.0,2.0,123777,11152.0,26.0
441467,i,1152.0,3.0,173357,7853.0,7.0
433802,o,5154.0,4.0,142961,78382.0,578.0
33481,s,666.0,1.0,57482,1831.0,10.0
421791,j,25.0,4.0,162795,20351.0,48.0
210203,j,362.0,7.0,90174,28337.0,10.0
414749,i,482.0,1.0,14874,8646.0,18.0
221645,r,101.0,1.0,154743,7427.0,1.0
169246,o,5067.0,16.0,12850,27124.0,195.0
359812,s,4026.0,7.0,112495,4407.0,19.0
353579,i,7995.0,3.0,84410,14779.0,133.0
138546,c,805.0,4.0,109717,64.0,0.0
77921,a,2907.0,2.0,14101,17546.0,53.0
273788,j,6804.0,1.0,80714,26639.0,184.0
221135,c,435.0,1.0,68116,20611.0,15.0
185082,c,4243.0,6.0,105572,78919.0,448.0
467355,o,3981.0,6.0,93092,10515.0,50.0
34880,j,5954.0,7.0,32594,114867.0,978.0
117233,i,1154.0,20.0,129305,223035.0,244.0
66580,s,20.0,2.0,68214,270.0,8.0
6246,r,783.0,2.0,89555,6892.0,6.0
30748,h,1537.0,2.0,52823,13124.0,35.0
137767,i,1567.0,3.0,79600,8455.0,18.0
81947,r,18569.0,2.0,76520,3619.0,62.0
352207,p,6173.0,3.0,35050,4838.0,38.0
283525,j,3084.0,3.0,23032,34892.0,94.0
253868,i,2160.0,4.0,58700,12344.0,47.0
378644,s,6376.0,5.0,47909,33440.0,124.0
723,j,10016.0,3.0,63471,983.0,10.0
404447,c,9844.0,2.0,15490,1325.0,22.0
143972,s,0.0,2.0,142464,7361.0,10.0
47038,h,2427.0,1.0,118513,1818.0,15.0
203512,c,4089.0,3.0,96112,4908.0,46.0
463612,i,471.0,4.0,107523,1128.0,7.0
362678,p,181.0,3.0,92868,50616.0,59.0
449987,p,739.0,2.0,80714,504.0,9.0
424949,a,2275.0,4.0,46755,14808.0,52.0
108239,c,1.0,3.0,63868,84.0,1.0
293323,h,1692.0,1.0,169698,7226.0,21.0
21358,i,170791.0,2.0,90283,13183.0,1354.0
56882,j,17617.0,1.0,56780,1522.0,73.0
328270,j,1121.0,2.0,140694,27716.0,55.0
450374,j,13310.0,2.0,29025,9327.0,83.0
81355,j,4845.0,4.0,103754,83691.0,526.0
230412,h,2555.0,6.0,155812,69527.0,244.0
262271,s,183.0,4.0,96107,3274.0,1.0
78747,c,2690.0,14.0,14410,99616.0,727.0
260170,x,365.0,3.0,53005,23442.0,33.0
7210,h,6673.0,2.0,21435,36941.0,130.0
109407,c,0.0,18.0,7965,186574.0,1.0
23543,a,217.0,2.0,131501,73886.0,38.0
247102,o,733.0,3.0,90338,9960.0,21.0
1180,j,60.0,3.0,167451,15523.0,6.0
275830,x,488.0,4.0,46347,39580.0,20.0
411152,a,16363.0,30.0,39932,86072.0,636.0
57476,a,161.0,4.0,34870,30775.0,134.0
316123,p,3332.0,5.0,33566,55812.0,151.0
137893,i,98.0,4.0,2618,3418.0,0.0
333276,c,38.0,2.0,16234,72253.0,13.0
326491,h,5245.0,1.0,139511,86.0,2.0
298511,c,3198.0,6.0,112906,29422.0,83.0
9796,i,11.0,1.0,98670,275.0,2.0
316996,o,177.0,5.0,159187,826.0,2.0
232904,h,1489.0,1.0,126816,41391.0,54.0
356922,a,1005.0,8.0,50122,14387.0,12.0
132218,h,11269.0,2.0,150195,395.0,11.0
84887,j,11000.0,16.0,49927,958594.0,9691.0
209229,p,7473.0,4.0,48652,27524.0,215.0
399576,c,510.0,7.0,137157,172530.0,147.0
218445,j,424.0,2.0,96065,39979.0,23.0
48336,p,989.0,4.0,147301,28439.0,36.0
306512,o,45419.0,1.0,100108,4073.0,192.0
30703,p,769.0,1.0,46540,1086.0,21.0
44714,x,362.0,1.0,107684,2328.0,19.0
12970,j,3030.0,7.0,156877,39847.0,154.0
73880,r,35.0,1.0,152350,94.0,1.0
134202,j,179.0,4.0,143873,22623.0,43.0
398166,j,41182.0,18.0,174096,56093.0,1715.0
307313,c,404.0,2.0,173594,166.0,4.0
107656,c,31302.0,2.0,69693,2383.0,86.0
51341,j,1432.0,4.0,90067,2819.0,11.0
338771,s,4243.0,1.0,105572,7394.0,39.0
154584,i,2798.0,2.0,50446,5039.0,21.0
296881,j,507.0,3.0,30392,31035.0,26.0
293496,s,2980.0,4.0,117720,2227.0,14.0
393978,h,10057.0,2.0,151213,20687.0,150.0
225179,c,1482.0,2.0,5157,13575.0,18.0
162957,c,2530.0,4.0,43636,8235.0,30.0
135457,a,13458.0,2.0,214,61594.0,1285.0
194942,a,7588.0,10.0,7176,128797.0,1628.0
381910,r,1180.0,2.0,7732,3313.0,16.0
136578,o,1130.0,4.0,83078,4763.0,8.0
1852,c,2294.0,1.0,22180,3736.0,11.0
26964,j,985.0,6.0,62573,34419.0,39.0
330882,j,563.0,3.0,108047,2023.0,4.0
355167,c,1150.0,1.0,81345,22360.0,72.0
383980,r,1408.0,4.0,66787,36812.0,63.0
5468,s,108.0,5.0,59744,2392.0,1.0
197513,c,241819.0,8.0,14980,5099.0,2240.0
401353,c,318.0,2.0,83237,233.0,0.0
171834,j,756.0,4.0,59362,25551.0,26.0
47650,o,153.0,3.0,86105,384.0,0.0
75047,a,446.0,1.0,70734,768.0,14.0
377885,s,8738.0,2.0,88359,3831.0,55.0
432263,j,3988.0,7.0,59362,52409.0,248.0
382254,s,552.0,3.0,111648,716.0,1.0
144107,i,28506.0,2.0,112005,4276.0,93.0
254792,j,5018.0,2.0,174628,6229.0,38.0
127702,p,2863.0,7.0,137472,3008.0,190.0
918,p,52751.0,2.0,29130,5461.0,246.0
142118,i,207.0,1.0,11148,2300.0,5.0
163872,s,4266.0,1.0,145265,19698.0,166.0
316216,a,6558.0,1.0,34116,9828.0,93.0
386613,p,26.0,4.0,138669,29398.0,58.0
171225,j,21.0,3.0,1201,18794.0,11.0
301265,c,229039.0,2.0,12321,588.0,131.0
242292,p,977.0,2.0,170952,55250.0,85.0
132259,c,23218.0,2.0,69595,30364.0,1007.0
166568,s,119.0,1.0,155535,14766.0,4.0
185230,p,1816.0,3.0,125836,3690.0,8.0
341398,i,1820.0,13.0,173922,123828.0,300.0
189372,s,24.0,1.0,14019,5839.0,15.0
410062,j,22283.0,12.0,88146,127313.0,2400.0
253169,c,5925.0,4.0,58656,39503.0,218.0
83015,p,1223.0,2.0,71245,8974.0,20.0
185336,c,2313.0,7.0,137458,29961.0,82.0
359644,c,20458.0,1.0,143557,2739.0,54.0
362919,j,23.0,2.0,162509,10311.0,23.0
156412,a,5549.0,2.0,91595,8833.0,53.0
450199,p,8456.0,11.0,16238,53729.0,274.0
95340,j,1300.0,4.0,109109,62079.0,78.0
125766,o,45570.0,2.0,78211,1182.0,34.0
187974,p,10286.0,3.0,52274,37550.0,278.0
137033,c,1456.0,2.0,61760,12254.0,20.0
204822,j,1023.0,1.0,142079,1994.0,3.0
